transaction_id,user_id,date,amount,category,merchant,currency,abs_amount,amount_log1p,month,day_of_week,is_weekend,rolling_amount_mean
tx_001154,4,2024-03-05,8.92,entertainment,Walmart,USD,8.92,2.2945529212967815,2024-03,Tuesday,0,58.300000000000004
tx_001026,4,2024-04-10,88.27,investment,Spotify,USD,88.27,4.4916654851912705,2024-04,Wednesday,0,64.29400000000001
tx_000430,4,2024-05-30,63.65,education,Starbucks,USD,63.65,4.168988105217867,2024-05,Thursday,0,64.18666666666667
tx_000348,4,2024-10-20,41.1,education,Amazon,USD,41.1,3.7400477406883357,2024-10,Sunday,1,60.88857142857143
tx_000291,5,2023-01-14,40.98,education,Shell,USD,40.98,3.7371933143924867,2023-01,Saturday,1,40.98
tx_000333,5,2023-04-02,148.41,investment,Spotify,USD,148.41,5.006694204862994,2023-04,Sunday,1,94.695
tx_000925,5,2023-09-28,21.93,entertainment,Uber,USD,21.93,3.132446096869813,2023-09,Thursday,0,70.44
tx_000716,5,2023-10-11,103.62,rent,WholeFoods,USD,103.62,4.650334737942465,2023-10,Wednesday,0,78.735
tx_000270,5,2024-02-14,348.67,groceries,WholeFoods,USD,348.67,5.856989852571215,2024-02,Wednesday,0,132.722
tx_001101,5,2024-10-09,34.56,transport,Uber,USD,34.56,3.571221410645704,2024-10,Wednesday,0,116.36166666666668
tx_000533,6,2023-02-21,61.65,transport,WholeFoods,USD,61.65,4.137563681342077,2023-02,Tuesday,0,61.65
tx_000497,6,2023-05-25,37.91,groceries,WholeFoods,USD,37.91,3.661251286996462,2023-05,Thursday,0,49.78
tx_000826,6,2023-05-29,22.38,utilities,Starbucks,USD,22.38,3.1518809560439225,2023-05,Monday,0,40.64666666666667
tx_000403,6,2023-06-04,1359.61,groceries,LocalGym,USD,1359.61,7.215688407582614,2023-06,Sunday,1,370.3875
tx_000481,6,2023-07-13,63.69,transport,Spotify,USD,63.69,4.169606630055894,2023-07,Thursday,0,309.048
tx_000940,6,2023-09-21,10.16,health,Walmart,USD,10.16,2.412335956953165,2023-09,Thursday,0,259.2333333333333
tx_001120,6,2024-02-29,43.67,rent,LocalGym,USD,43.67,3.7993021353640275,2024-02,Thursday,0,228.4385714285714
tx_001119,7,2023-02-10,31.53,entertainment,Spotify,USD,31.53,3.48216274048526,2023-02,Friday,0,31.53
tx_000238,7,2023-03-17,4.5,utilities,Walmart,USD,4.5,1.7047480922384253,2023-03,Friday,0,18.015
tx_000899,7,2023-03-29,70.3,education,LocalGym,USD,70.3,4.26689632742025,2023-03,Wednesday,0,35.443333333333335
tx_000177,7,2023-10-26,28.58,transport,Starbucks,USD,28.58,3.3870984572826535,2023-10,Thursday,0,33.7275
tx_000004,7,2023-11-07,8.84,entertainment,LocalGym,USD,8.84,2.286455711064162,2023-11,Tuesday,0,28.75
tx_000064,7,2023-12-15,53.35,groceries,WholeFoods,USD,53.35,3.9954446135672184,2023-12,Friday,0,32.85
tx_000540,7,2024-03-16,16.21,entertainment,Amazon,USD,16.21,2.845490610223448,2024-03,Saturday,1,30.472857142857144
tx_000784,7,2024-05-11,45.84,utilities,Shell,USD,45.84,3.8467375387295166,2024-05,Saturday,1,32.51714285714286
tx_000931,8,2023-01-24,92.28,entertainment,Starbucks,USD,92.28,4.535605722602182,2023-01,Tuesday,0,92.28
tx_001073,8,2023-02-01,120.76,utilities,Walmart,USD,120.76,4.802051894113376,2023-02,Wednesday,0,106.52000000000001
tx_000086,8,2023-05-29,14.77,groceries,LocalGym,USD,14.77,2.758109400974947,2023-05,Monday,0,75.93666666666667
tx_000216,8,2023-07-09,21.03,groceries,Starbucks,USD,21.03,3.092405160814252,2023-07,Sunday,1,62.21
tx_000513,8,2023-07-19,3.41,health,LocalGym,USD,3.41,1.4838746894587547,2023-07,Wednesday,0,50.45
tx_000918,8,2023-09-11,34.95,transport,Shell,USD,34.95,3.5821290841670557,2023-09,Monday,0,47.86666666666667
tx_000103,8,2024-05-31,26.92,education,Uber,USD,26.92,3.329343277894172,2024-05,Friday,0,44.87428571428571
tx_000409,8,2024-10-11,18.21,transport,Shell,USD,18.21,2.955430976780465,2024-10,Friday,0,34.292857142857144
tx_000389,9,2023-01-02,131.83,rent,Shell,USD,131.83,4.8890701151444125,2023-01,Monday,0,131.83
tx_000975,9,2023-12-06,29.7,education,WholeFoods,USD,29.7,3.4242626545931514,2023-12,Wednesday,0,80.765
tx_001166,9,2024-05-23,15.67,transport,Shell,USD,15.67,2.813610696762703,2024-05,Thursday,0,59.06666666666667
tx_001152,9,2024-06-05,38.05,utilities,LocalGym,USD,38.05,3.664842876285695,2024-06,Wednesday,0,53.8125
tx_000275,9,2024-07-19,31.45,investment,WholeFoods,USD,31.45,3.479700443150099,2024-07,Friday,0,49.34
tx_000568,9,2024-09-05,43.87,utilities,Spotify,USD,43.87,3.803769419987892,2024-09,Thursday,0,48.428333333333335
tx_000357,9,2024-11-04,147.18,utilities,Amazon,USD,147.18,4.998427750988511,2024-11,Monday,0,62.535714285714285
tx_000342,10,2023-03-03,109.46,investment,Walmart,USD,109.46,4.704653464473042,2023-03,Friday,0,109.46
tx_000008,10,2023-05-17,36.2,transport,Spotify,USD,36.2,3.616308761279101,2023-05,Wednesday,0,72.83
tx_000821,10,2023-06-21,123.29,entertainment,Amazon,USD,123.29,4.82261754475742,2023-06,Wednesday,0,89.64999999999999
tx_000995,10,2023-11-08,116.3,health,Shell,USD,116.3,4.76473475565943,2023-11,Wednesday,0,96.3125
tx_000192,10,2023-12-17,63.49,utilities,Starbucks,USD,63.49,4.166510173022286,2023-12,Sunday,1,89.748
tx_000886,10,2023-12-25,8.05,utilities,Shell,USD,8.05,2.2027647577118348,2023-12,Monday,0,76.13166666666667
tx_000262,11,2023-01-17,77.6,investment,Walmart,USD,77.6,4.364371699435161,2023-01,Tuesday,0,77.6
tx_000222,11,2023-03-29,250.36,groceries,Amazon,USD,250.36,5.526886174507311,2023-03,Wednesday,0,163.98000000000002
tx_000948,11,2023-07-30,73.76,investment,Uber,USD,73.76,4.314282982587362,2023-07,Sunday,1,133.90666666666667
tx_000434,11,2023-08-09,98.71,utilities,Walmart,USD,98.71,4.602265972840701,2023-08,Wednesday,0,125.1075
tx_000753,11,2024-05-28,98.29,transport,WholeFoods,USD,98.29,4.598044861045503,2024-05,Tuesday,0,119.744
tx_000920,12,2023-03-04,39.7,rent,Starbucks,USD,39.7,3.7062280924485496,2023-03,Saturday,1,39.7
tx_000776,12,2023-03-31,111.26,rent,Shell,USD,111.26,4.720817609514054,2023-03,Friday,0,75.48
tx_000741,12,2024-03-02,15.66,utilities,Uber,USD,15.66,2.8130106367386967,2024-03,Saturday,1,55.54
tx_000780,12,2024-04-25,24.1,groceries,Uber,USD,24.1,3.2228678461377385,2024-04,Thursday,0,47.68
tx_001138,12,2024-04-28,103.45,rent,Amazon,USD,103.45,4.648708488002574,2024-04,Sunday,1,58.834
tx_000816,12,2024-04-30,84.1,transport,Amazon,USD,84.1,4.443827035579329,2024-04,Tuesday,0,63.044999999999995
tx_000549,12,2024-07-07,12.48,groceries,Amazon,USD,12.48,2.601207105484161,2024-07,Sunday,1,55.82142857142857
tx_000535,12,2024-07-21,45.03,entertainment,Uber,USD,45.03,3.82929335782915,2024-07,Sunday,1,56.58285714285715
tx_001086,12,2024-10-14,12.24,entertainment,Spotify,USD,12.24,2.5832425505088623,2024-10,Monday,0,42.43714285714287
tx_000687,12,2024-12-08,58.45,education,Uber,USD,58.45,4.085135623136791,2024-12,Sunday,1,48.550000000000004
tx_000006,13,2023-01-01,-8.66,rent,Walmart,USD,8.66,2.2679936482244267,2023-01,Sunday,1,-8.66
tx_000447,13,2023-05-11,57.32,utilities,Amazon,USD,57.32,4.065945087700403,2023-05,Thursday,0,24.33
tx_000516,13,2023-07-25,37.96,health,Uber,USD,37.96,3.6625354787743345,2023-07,Tuesday,0,28.873333333333335
tx_000489,13,2023-08-19,29.7,health,Spotify,USD,29.7,3.4242626545931514,2023-08,Saturday,1,29.080000000000002
tx_000295,13,2024-07-28,67.07,groceries,Spotify,USD,67.07,4.22053658745986,2024-07,Sunday,1,36.678
tx_000043,13,2024-08-01,17.8,education,Walmart,USD,17.8,2.9338568698359038,2024-08,Thursday,0,33.531666666666666
tx_000437,13,2024-11-16,131.95,groceries,Shell,USD,131.95,4.889973117689029,2024-11,Saturday,1,47.59142857142857
tx_000158,14,2023-01-09,9.49,entertainment,LocalGym,USD,9.49,2.3504224224082058,2023-01,Monday,0,9.49
tx_001162,14,2024-04-27,33.37,groceries,Amazon,USD,33.37,3.5371840908617425,2024-04,Saturday,1,21.43
tx_000761,14,2024-08-04,87.87,transport,Shell,USD,87.87,4.487174627750384,2024-08,Sunday,1,43.576666666666675
tx_000818,14,2024-09-05,-3.11,transport,Spotify,USD,3.11,1.413423028508143,2024-09,Thursday,0,31.905
tx_000578,14,2024-11-03,90.47,transport,WholeFoods,USD,90.47,4.516011049668273,2024-11,Sunday,1,43.618
tx_000257,15,2023-07-31,8.36,entertainment,Uber,USD,8.36,2.2364452904895007,2023-07,Monday,0,8.36
tx_000592,15,2023-12-28,32.29,entertainment,WholeFoods,USD,32.29,3.5052570515869337,2023-12,Thursday,0,20.325
tx_000391,15,2024-08-05,10.33,groceries,LocalGym,USD,10.33,2.427454075039915,2024-08,Monday,0,16.993333333333332
tx_000822,15,2024-09-16,36.87,investment,Shell,USD,36.87,3.634159241913703,2024-09,Monday,0,21.9625
tx_000602,15,2024-11-24,33.2,investment,Spotify,USD,33.2,3.5322256440685598,2024-11,Sunday,1,24.21
tx_000810,16,2023-04-22,10.0,transport,Shell,USD,10.0,2.3978952727983707,2023-04,Saturday,1,10.0
tx_000189,16,2023-08-11,62.14,groceries,Walmart,USD,62.14,4.145354483129846,2023-08,Friday,0,36.07
tx_000560,16,2024-03-20,-50.59,rent,Walmart,USD,50.59,3.9433278552565585,2024-03,Wednesday,0,7.183333333333333
tx_000676,16,2024-07-07,16.74,transport,Amazon,USD,16.74,2.8758219768814333,2024-07,Sunday,1,9.572499999999998
tx_000916,16,2024-07-27,69.35,health,Amazon,USD,69.35,4.253482783560398,2024-07,Saturday,1,21.528
tx_000105,17,2023-03-17,10.72,groceries,WholeFoods,USD,10.72,2.4612967841488667,2023-03,Friday,0,10.72
tx_000418,17,2023-04-12,1.99,utilities,LocalGym,USD,1.99,1.095273387402595,2023-04,Wednesday,0,6.355
tx_001054,17,2023-04-18,55.62,investment,LocalGym,USD,55.62,4.036362279683754,2023-04,Tuesday,0,22.776666666666667
tx_000901,17,2023-07-17,52.36,investment,LocalGym,USD,52.36,3.977061401607368,2023-07,Monday,0,30.1725
tx_000633,17,2023-07-30,128.3,transport,Spotify,USD,128.3,4.8621352857778115,2023-07,Sunday,1,49.798
tx_000665,17,2023-10-19,11.22,utilities,Spotify,USD,11.22,2.503073953743449,2023-10,Thursday,0,43.36833333333334
tx_000721,17,2024-08-08,52.86,utilities,LocalGym,USD,52.86,3.9863880873834527,2024-08,Thursday,0,44.72428571428571
tx_000595,17,2024-12-19,59.98,transport,Walmart,USD,59.98,4.110545941560109,2024-12,Thursday,0,51.76142857142857
tx_000185,18,2023-03-31,74.35,groceries,Shell,USD,74.35,4.3221439250725044,2023-03,Friday,0,74.35
tx_000723,18,2023-06-16,15.85,groceries,Walmart,USD,15.85,2.8243506567983707,2023-06,Friday,0,45.099999999999994
tx_000684,18,2023-11-26,22.97,investment,Walmart,USD,22.97,3.176803048446293,2023-11,Sunday,1,37.72333333333333
tx_000736,18,2024-01-20,25.89,groceries,Starbucks,USD,25.89,3.2917544702807735,2024-01,Saturday,1,34.765
tx_000486,18,2024-05-30,23.08,entertainment,Walmart,USD,23.08,3.1813816204406202,2024-05,Thursday,0,32.428
tx_000735,18,2024-09-07,15.85,health,WholeFoods,USD,15.85,2.8243506567983707,2024-09,Saturday,1,29.664999999999996
tx_000321,18,2024-10-15,13.32,investment,WholeFoods,USD,13.32,2.6616571615324998,2024-10,Tuesday,0,27.330000000000002
tx_000775,18,2024-10-22,58.74,education,Spotify,USD,58.74,4.090001812787964,2024-10,Tuesday,0,25.099999999999998
tx_000029,18,2024-12-29,3.91,rent,LocalGym,USD,3.91,1.5912739418064292,2024-12,Sunday,1,23.39428571428572
tx_000719,19,2023-01-11,53.7,entertainment,Uber,USD,53.7,4.001863709427935,2023-01,Wednesday,0,53.7
tx_000740,19,2023-05-08,57.89,health,Starbucks,USD,57.89,4.07567129695648,2023-05,Monday,0,55.795
tx_000590,19,2023-05-20,3.24,entertainment,Shell,USD,3.24,1.4445632692438664,2023-05,Saturday,1,38.276666666666664
tx_001045,19,2023-07-11,19.18,entertainment,Spotify,USD,19.18,3.004692014925463,2023-07,Tuesday,0,33.5025
tx_000659,19,2023-12-15,98.0,utilities,Spotify,USD,98.0,4.59511985013459,2023-12,Friday,0,46.402
tx_000249,19,2024-06-28,5.4,rent,Spotify,USD,5.4,1.8562979903656263,2024-06,Friday,0,39.568333333333335
tx_001080,19,2024-08-01,114.92,entertainment,Walmart,USD,114.92,4.752900298012427,2024-08,Thursday,0,50.33285714285715
tx_000877,19,2024-09-28,102.16,utilities,Walmart,USD,102.16,4.636281181013144,2024-09,Saturday,1,57.25571428571429
tx_000255,19,2024-10-08,150.55,entertainment,Shell,USD,150.55,5.020915603503812,2024-10,Tuesday,0,70.49285714285715
tx_000203,19,2024-10-12,59.57,groceries,Uber,USD,59.57,4.103799720992856,2024-10,Saturday,1,78.54
tx_000946,19,2024-10-22,79.99,groceries,LocalGym,USD,79.99,4.3943256902608985,2024-10,Tuesday,0,87.22714285714285
tx_000597,19,2024-12-14,7.48,entertainment,Walmart,USD,7.48,2.1377104498038118,2024-12,Saturday,1,74.29571428571428
tx_000049,20,2023-01-18,46.6,education,Starbucks,USD,46.6,3.8628327612373745,2023-01,Wednesday,0,46.6
tx_000746,20,2023-09-18,86.37,education,Uber,USD,86.37,4.470151974310003,2023-09,Monday,0,66.485
tx_000439,20,2023-10-24,95.82,education,Starbucks,USD,95.82,4.572853584511548,2023-10,Tuesday,0,76.26333333333334
tx_000574,20,2023-10-24,163.09,groceries,Walmart,USD,163.09,5.100415057787059,2023-10,Tuesday,0,97.97
tx_000913,20,2024-08-31,13.75,groceries,Spotify,USD,13.75,2.691243082785829,2024-08,Saturday,1,81.126
tx_000075,21,2023-04-03,6.57,transport,WholeFoods,USD,6.57,2.0241930674493576,2023-04,Monday,0,6.57
tx_000879,21,2023-10-23,40.89,investment,WholeFoods,USD,40.89,3.7350471349589434,2023-10,Monday,0,23.73
tx_000854,21,2023-12-04,51.83,investment,Amazon,USD,51.83,3.9670792111762245,2023-12,Monday,0,33.096666666666664
tx_000804,21,2024-01-22,115.89,utilities,LocalGym,USD,115.89,4.761233321619679,2024-01,Monday,0,53.795
tx_000837,21,2024-02-29,8.47,education,Amazon,USD,8.47,2.248128907197987,2024-02,Thursday,0,44.730000000000004
tx_000915,21,2024-09-16,2.88,rent,Uber,USD,2.88,1.355835153635182,2024-09,Monday,0,37.755
tx_000971,22,2023-01-05,223.38,transport,Uber,USD,223.38,5.4133410431168185,2023-01,Thursday,0,223.38
tx_000095,22,2023-02-14,29.94,groceries,Spotify,USD,29.94,3.43204984514492,2023-02,Tuesday,0,126.66
tx_000218,22,2023-05-20,65.82,transport,Shell,USD,65.82,4.20200243692861,2023-05,Saturday,1,106.38
tx_001012,22,2023-07-12,43.43,entertainment,Starbucks,USD,43.43,3.7939149169478172,2023-07,Wednesday,0,90.6425
tx_000117,22,2023-07-17,88.9,transport,Uber,USD,88.9,4.498697941477575,2023-07,Monday,0,90.29400000000001
tx_000126,22,2023-12-30,51.95,transport,Walmart,USD,51.95,3.9693480720474157,2023-12,Saturday,1,83.90333333333334
tx_000558,22,2024-03-14,5.99,education,Amazon,USD,5.99,1.944480556245719,2024-03,Thursday,0,72.77285714285715
tx_000023,22,2024-06-18,2.66,investment,Spotify,USD,2.66,1.297463147413275,2024-06,Tuesday,0,41.24142857142857
tx_000980,22,2024-08-18,1.74,education,Spotify,USD,1.74,1.007957920399979,2024-08,Sunday,1,37.212857142857146
tx_000873,22,2024-12-19,23.67,rent,Starbucks,USD,23.67,3.2055879305412653,2024-12,Thursday,0,31.191428571428577
tx_000844,23,2023-05-07,44.05,utilities,Walmart,USD,44.05,3.807772984054347,2023-05,Sunday,1,44.05
tx_000800,23,2023-09-25,38.22,entertainment,WholeFoods,USD,38.22,3.6691868207682004,2023-09,Monday,0,41.135
tx_000834,23,2023-11-13,85.11,rent,Amazon,USD,85.11,4.455625548708074,2023-11,Monday,0,55.79333333333333
tx_000438,23,2023-12-19,57.58,transport,Spotify,USD,57.58,4.070393341399587,2023-12,Tuesday,0,56.239999999999995
tx_000662,23,2023-12-25,116.85,utilities,Walmart,USD,116.85,4.76941262938214,2023-12,Monday,0,68.362
tx_000054,23,2024-09-22,127.11,health,LocalGym,USD,127.11,4.852889269868342,2024-09,Sunday,1,78.15333333333332
tx_000472,23,2024-11-22,71.39,investment,Spotify,USD,71.39,4.28206816830505,2024-11,Friday,0,77.18714285714285
tx_000825,24,2023-01-17,22.83,investment,Uber,USD,22.83,3.170945291110651,2023-01,Tuesday,0,22.83
tx_001100,24,2023-01-20,72.55,rent,Amazon,USD,72.55,4.297965447047447,2023-01,Friday,0,47.69
tx_001087,24,2023-01-24,1.94,education,Walmart,USD,1.94,1.0784095813505903,2023-01,Tuesday,0,32.44
tx_000682,24,2023-06-10,420.83,health,Amazon,USD,420.83,6.0446023892708345,2023-06,Saturday,1,129.5375
tx_000824,24,2023-06-12,74.54,groceries,WholeFoods,USD,74.54,4.324662317284311,2023-06,Monday,0,118.53799999999998
tx_000429,24,2023-10-01,48.11,utilities,Spotify,USD,48.11,3.894062680051153,2023-10,Sunday,1,106.8
tx_001027,24,2023-11-11,20.78,groceries,LocalGym,USD,20.78,3.0809921175048145,2023-11,Saturday,1,94.51142857142857
tx_000042,24,2024-05-03,63.29,utilities,Shell,USD,63.29,4.163404098153595,2024-05,Friday,0,100.29142857142857
tx_001083,24,2024-09-08,26.51,transport,WholeFoods,USD,26.51,3.3145495749364833,2024-09,Sunday,1,93.71428571428571
tx_000812,24,2024-09-15,92.26,groceries,LocalGym,USD,92.26,4.535391291380175,2024-09,Sunday,1,106.61714285714285
tx_000661,24,2024-12-22,88.86,groceries,Walmart,USD,88.86,4.498252903642014,2024-12,Sunday,1,59.19285714285714
tx_000943,25,2023-07-29,49.52,education,Uber,USD,49.52,3.9223692974822906,2023-07,Saturday,1,49.52
tx_000767,25,2023-09-21,241.02,transport,LocalGym,USD,241.02,5.489020367369906,2023-09,Thursday,0,145.27
tx_000492,25,2023-09-29,27.39,entertainment,Shell,USD,27.39,3.34603697048488,2023-09,Friday,0,105.97666666666667
tx_000123,25,2023-11-02,48.26,groceries,WholeFoods,USD,48.26,3.897112392692392,2023-11,Thursday,0,91.5475
tx_000546,25,2024-01-13,80.63,education,Starbucks,USD,80.63,4.402196841463264,2024-01,Saturday,1,89.364
tx_001115,25,2024-01-20,76.38,utilities,Walmart,USD,76.38,4.348728349272367,2024-01,Saturday,1,87.2
tx_000697,25,2024-03-02,18.12,education,Amazon,USD,18.12,2.9507349076232554,2024-03,Saturday,1,77.33142857142857
tx_000131,25,2024-07-10,1.79,investment,Shell,USD,1.79,1.0260415958332743,2024-07,Wednesday,0,70.51285714285714
tx_000891,25,2024-07-16,12.75,transport,Spotify,USD,12.75,2.6210388241125804,2024-07,Tuesday,0,37.902857142857144
tx_000129,25,2024-11-08,23.8,entertainment,Walmart,USD,23.8,3.2108436531709366,2024-11,Friday,0,37.39
tx_001058,26,2023-01-28,52.33,transport,Amazon,USD,52.33,3.9764990246125107,2023-01,Saturday,1,52.33
tx_000650,26,2023-11-30,7.76,entertainment,Starbucks,USD,7.76,2.1701959049483,2023-11,Thursday,0,30.044999999999998
tx_000278,26,2023-12-15,22.57,transport,Amazon,USD,22.57,3.1599747169480397,2023-12,Friday,0,27.55333333333333
tx_001149,27,2023-03-06,20.45,transport,Starbucks,USD,20.45,3.065724645374026,2023-03,Monday,0,20.45
tx_000171,27,2023-05-06,55.14,health,Uber,USD,55.14,4.027848570933736,2023-05,Saturday,1,37.795
tx_000882,27,2023-06-03,28.12,transport,Starbucks,USD,28.12,3.3714252233284854,2023-06,Saturday,1,34.57
tx_000634,27,2023-08-24,47.93,transport,WholeFoods,USD,47.93,3.8903907053010323,2023-08,Thursday,0,37.91
tx_000628,27,2024-01-11,116.74,entertainment,WholeFoods,USD,116.74,4.768478803600115,2024-01,Thursday,0,53.676
tx_000809,27,2024-02-08,22.65,education,Spotify,USD,22.65,3.1633631149379418,2024-02,Thursday,0,48.504999999999995
tx_000367,27,2024-04-27,114.98,health,LocalGym,USD,114.98,4.7534177624482945,2024-04,Saturday,1,58.00142857142857
tx_000055,27,2024-11-17,5.09,health,WholeFoods,USD,5.09,1.8066480817218056,2024-11,Sunday,1,55.80714285714286
tx_000923,28,2024-04-07,176.33,groceries,Starbucks,USD,176.33,5.178012403504388,2024-04,Sunday,1,176.33
tx_000388,28,2024-05-15,28.51,groceries,Starbucks,USD,28.51,3.3847291889548483,2024-05,Wednesday,0,102.42
tx_000953,28,2024-12-03,11.0,health,Starbucks,USD,11.0,2.4849066497880004,2024-12,Tuesday,0,71.94666666666667
tx_000316,28,2024-12-08,14.73,education,Amazon,USD,14.73,2.7555697170701863,2024-12,Sunday,1,57.642500000000005
tx_000053,29,2023-01-21,14.71,rent,LocalGym,USD,14.71,2.75429745226753,2023-01,Saturday,1,14.71
tx_000919,29,2023-04-05,99.05,entertainment,Walmart,USD,99.05,4.605670061029742,2023-04,Wednesday,0,56.879999999999995
tx_000652,29,2023-04-09,167.62,groceries,Uber,USD,167.62,5.12764766249453,2023-04,Sunday,1,93.79333333333334
tx_001000,29,2023-05-14,6.57,health,Uber,USD,6.57,2.0241930674493576,2023-05,Sunday,1,71.9875
tx_000532,29,2023-07-25,5.9,utilities,Uber,USD,5.9,1.9315214116032138,2023-07,Tuesday,0,58.77
tx_001099,29,2023-07-26,33.57,groceries,Amazon,USD,33.57,3.5429862539335333,2023-07,Wednesday,0,54.57
tx_000610,29,2023-10-21,70.49,education,Walmart,USD,70.49,4.26955757977876,2023-10,Saturday,1,56.84428571428571
tx_000808,29,2023-12-05,70.87,rent,Spotify,USD,70.87,4.274858931480352,2023-12,Tuesday,0,64.86714285714287
tx_001093,29,2024-08-10,12.32,entertainment,Starbucks,USD,12.32,2.589266665112243,2024-08,Saturday,1,52.47714285714286
tx_000207,29,2024-09-30,51.98,utilities,Uber,USD,51.98,3.9699144838439238,2024-09,Monday,0,35.957142857142856
tx_000617,30,2023-03-24,25.04,utilities,Spotify,USD,25.04,3.2596338173403683,2023-03,Friday,0,25.04
tx_001103,30,2023-05-20,30.89,investment,Spotify,USD,30.89,3.4622924810219664,2023-05,Saturday,1,27.965
tx_001002,30,2023-09-23,176.92,investment,LocalGym,USD,176.92,5.1813340110622175,2023-09,Saturday,1,77.61666666666666
tx_000681,30,2024-06-09,26.23,education,Starbucks,USD,26.23,3.3043193066856684,2024-06,Sunday,1,64.77
tx_000453,30,2024-10-03,119.72,entertainment,WholeFoods,USD,119.72,4.793473814459594,2024-10,Thursday,0,75.76
tx_000061,30,2024-11-06,56.05,education,Uber,USD,56.05,4.0439280763080845,2024-11,Wednesday,0,72.47500000000001
tx_001019,31,2024-01-03,6.61,education,WholeFoods,USD,6.61,2.0294631718735947,2024-01,Wednesday,0,6.61
tx_000442,31,2024-04-14,54.44,education,Amazon,USD,54.44,4.015301354881648,2024-04,Sunday,1,30.525
tx_000515,31,2024-05-07,37.33,utilities,Starbucks,USD,37.33,3.6462328793924637,2024-05,Tuesday,0,32.79333333333333
tx_000951,31,2024-10-04,44.79,entertainment,Spotify,USD,44.79,3.824065726669004,2024-10,Friday,0,35.7925
tx_000221,32,2023-02-21,29.83,health,Spotify,USD,29.83,3.428488241898059,2023-02,Tuesday,0,29.83
tx_000461,32,2023-05-17,27.13,transport,Walmart,USD,27.13,3.3368366225017656,2023-05,Wednesday,0,28.479999999999997
tx_000370,32,2023-07-03,14.59,groceries,WholeFoods,USD,14.59,2.7466296830696852,2023-07,Monday,0,23.849999999999998
tx_000090,32,2023-07-07,5.47,groceries,Walmart,USD,5.47,1.8671761085128091,2023-07,Friday,0,19.255
tx_001028,32,2023-08-02,38.1,health,Uber,USD,38.1,3.66612246699132,2023-08,Wednesday,0,23.024
tx_000798,32,2023-08-16,1.67,rent,Walmart,USD,1.67,0.9820784724121582,2023-08,Wednesday,0,19.465
tx_001190,32,2023-10-14,46.71,health,Walmart,USD,46.71,3.8651410195280156,2023-10,Saturday,1,23.357142857142858
tx_000781,32,2024-03-12,29.33,entertainment,Uber,USD,29.33,3.41213732170049,2024-03,Tuesday,0,23.285714285714285
tx_000509,32,2024-05-18,23.3,education,Walmart,USD,23.3,3.190476350346503,2024-05,Saturday,1,22.738571428571426
tx_000001,32,2024-08-31,37.97,entertainment,Amazon,USD,37.97,3.662792119350618,2024-08,Saturday,1,26.078571428571426
tx_000039,33,2023-08-22,6.08,investment,Amazon,USD,6.08,1.9572739077056285,2023-08,Tuesday,0,6.08
tx_000002,33,2023-12-29,19.06,rent,Spotify,USD,19.06,2.9987277825337895,2023-12,Friday,0,12.57
tx_000851,33,2024-01-02,4.27,transport,Spotify,USD,4.27,1.6620303625532709,2024-01,Tuesday,0,9.803333333333333
tx_000340,33,2024-04-27,72.09,entertainment,WholeFoods,USD,72.09,4.2916915584923006,2024-04,Saturday,1,25.375
